SIRET,company,star,avis,resultats
31420920600015,513,2.7,21.0,"""
""date:"""": ""il y a 6 mois"", ""name"": ""Martin Hermann"", ""
""avis:"""": ""Belle entreprise avec des collègues super. La qualité du matériel est au top. Je travaille dans le service client.
Le quotidien est passionnant.
Je kiffe…"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Martin Hermann"", ""
""avis:"""": ""Belle entreprise avec des collègues super. La qualité du matériel est au top. Je travaille dans le service client.
Le quotidien est passionnant.
Je kiffe…"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Yann Battaglino"", ""
""avis:"""": ""Société qui conçoit fabrique et commercialise des produits d'excellence dans l'industrie agroalimentaire, logistique ou encore le Retail.
Spécialiste du pesage, de l'étiquetage, du tranchage et du packaging."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Yann Battaglino"", ""
""avis:"""": ""Société qui conçoit fabrique et commercialise des produits d'excellence dans l'industrie agroalimentaire, logistique ou encore le Retail.
Spécialiste du pesage, de l'étiquetage, du tranchage et du packaging."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""me me"", ""
""avis:"""": ""Fuyez la nouvelle machine  cleancut
C’est une honte d’avoir ce type de machine sur le marché
Pas fonctionnel du tout et surtout trop cher en pièces détachées avec une SAV …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""me me"", ""
""avis:"""": ""Fuyez la nouvelle machine  cleancut
C’est une honte d’avoir ce type de machine sur le marché
Pas fonctionnel du tout et surtout trop cher en pièces détachées avec une SAV …"", ""
""évaluation:"""": 1"
32957085700865,200,3.3,149.0,nan
31106826600205,505,3.4,49.0,nan
40246802900077,342,4.1,32.0,"""
""date:"""": ""il y a 3 mois"", ""name"": ""Yvan Minier"", ""
""avis:"""": ""Sympa et rapide"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Yvan Minier"", ""
""avis:"""": ""Sympa et rapide"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Joel PERRET (“Les Blés Normands”)"", ""
""avis:"""": ""Bonne entreprise, mais gros problème, quand on a des problème de paiement ils envoie direct a un contentieux externe, plutôt que de prendre une huissier résultat  plus de 700 € de frais de gestion chez le contentieux pour une dettes de 900 € PAS BON PAS BON"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 ans"", ""name"": ""Joel PERRET (“Les Blés Normands”)"", ""
""avis:"""": ""Bonne entreprise, mais gros problème, quand on a des problème de paiement ils envoie direct a un contentieux externe, plutôt que de prendre une huissier résultat  plus de 700 € de frais de gestion chez le contentieux pour une dettes de 900 € PAS BON PAS BON"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Toi Moi"", ""
""avis:"""": ""Si vous êtes pressés c'est pas la bonne adresse  …"", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Toi Moi"", ""
""avis:"""": ""Si vous êtes pressés c'est pas la bonne adresse  …"", ""
""évaluation:"""": 3"
78264442100029,150,4.4,22.0,"""
""date:"""": ""il y a 6 mois"", ""name"": ""Ld Bm"", ""
""avis:"""": ""Le meilleur brasseur de la region toujours disponible livraisons rapides.
Merci à Clevie pour sa gentillesse.
Sophie au service commercial est formidable."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Ld Bm"", ""
""avis:"""": ""Le meilleur brasseur de la region toujours disponible livraisons rapides.
Merci à Clevie pour sa gentillesse.
Sophie au service commercial est formidable."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""sebastien brard"", ""
""avis:"""": ""Ne veux pas prendre de nouveaux clients .
Peut-être trop riche ?
Bref"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""sebastien brard"", ""
""avis:"""": ""Ne veux pas prendre de nouveaux clients .
Peut-être trop riche ?
Bref"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 8 ans"", ""name"": ""Groupe Mauro"", ""
""avis:"""": ""1er site Internet de la Brasserie Mauro, pratique et ludique, il a pour vocation d'informer les professionnels de la restauration et de l'hôtellerie de notre actualité et de nos savoirs faire. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 8 ans"", ""name"": ""Groupe Mauro"", ""
""avis:"""": ""1er site Internet de la Brasserie Mauro, pratique et ludique, il a pour vocation d'informer les professionnels de la restauration et de l'hôtellerie de notre actualité et de nos savoirs faire. …"", ""
""évaluation:"""": 5"
83085673800018,154,4.5,6.0,"""
""date:"""": ""il y a 3 ans"", ""name"": ""Mathieu Fabris"", ""
""avis:"""": ""Voisins depuis quelques années, j'ai découvert une équipe sympathique, disponible pour de nombreux conseils et disposant d'une grande expérience dans tous les corps d'états"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 ans"", ""name"": ""Mathieu Fabris"", ""
""avis:"""": ""Voisins depuis quelques années, j'ai découvert une équipe sympathique, disponible pour de nombreux conseils et disposant d'une grande expérience dans tous les corps d'états"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Célia Brasselet"", ""
""avis:"""": ""Équipe disponible et réactive, travail efficace et proprement ! Je recommande."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Célia Brasselet"", ""
""avis:"""": ""Équipe disponible et réactive, travail efficace et proprement ! Je recommande."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Aurore A"", ""
""avis:"""": ""Je conseille cette entreprise les yeux fermés. Merci Bâti Sud"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 ans"", ""name"": ""Aurore A"", ""
""avis:"""": ""Je conseille cette entreprise les yeux fermés. Merci Bâti Sud"", ""
""évaluation:"""": 5"
49267753900016,141,,,nan
30614003900182,114,2.0,74.0,"""
""date:"""": ""il y a 2 semaines"", ""name"": ""Erwan Kacher"", ""
""avis:"""": ""Grosse déception. On m'a vendu une résidence de "" standing "", au final il y a 50% de logements sociaux, ce que Capelli c'est bien caché de dire pendant la vente. Ces HLM entraînent nuissances sonores, malpropreté, dégradations, …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 2 semaines"", ""name"": ""Erwan Kacher"", ""
""avis:"""": ""Grosse déception. On m'a vendu une résidence de "" standing "", au final il y a 50% de logements sociaux, ce que Capelli c'est bien caché de dire pendant la vente. Ces HLM entraînent nuissances sonores, malpropreté, dégradations, …"", ""
""évaluation:"""": 2
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Sebastien"", ""
""avis:"""": ""projet DAYLIGHT Saint maur 94, quelle déception !! , 3 ans de retard !!!!signé en 2019 pour une livraison en fin 2020 , aujourd’hui nous somme en mai 2023, avec peut être une livraison en juillet ….  aucun suivi commercial , des mails et …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""Sebastien"", ""
""avis:"""": ""projet DAYLIGHT Saint maur 94, quelle déception !! , 3 ans de retard !!!!signé en 2019 pour une livraison en fin 2020 , aujourd’hui nous somme en mai 2023, avec peut être une livraison en juillet ….  aucun suivi commercial , des mails et …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Toktam Sheibani"", ""
""avis:"""": ""A fuir !!!! Mon appartement devait être livré en octobre 2022! Nous sommes mi mars et toujours aucune nouvelle sur la suite! Depuis décembre Capelli nous a annoncé qu’Enedis est en rupture de stock de compteur Linky et donc « nous ne sommes …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Toktam Sheibani"", ""
""avis:"""": ""A fuir !!!! Mon appartement devait être livré en octobre 2022! Nous sommes mi mars et toujours aucune nouvelle sur la suite! Depuis décembre Capelli nous a annoncé qu’Enedis est en rupture de stock de compteur Linky et donc « nous ne sommes …"", ""
""évaluation:"""": 1"
40008953800203,340,3.5,76.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Noémie"", ""
""avis:"""": ""Superbe accueil en boutique par l’équipe de vente et la responsable. Celles-ci ont tout mis en œuvre pour répondre favorablement à ma commande urgente de cape de bain avec broderie personnalisée. Sans oublier le geste commercial effectué. Nous sommes ravis, merci infiniment !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""Noémie"", ""
""avis:"""": ""Superbe accueil en boutique par l’équipe de vente et la responsable. Celles-ci ont tout mis en œuvre pour répondre favorablement à ma commande urgente de cape de bain avec broderie personnalisée. Sans oublier le geste commercial effectué. Nous sommes ravis, merci infiniment !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Antoine PERL"", ""
""avis:"""": ""Excellent accueil d'une équipe qui connaît ses produits. Toutes mes broderies (7 en tout) ont été préparées plus rapidement que prévu. L'expérience était excellente. L'emballage des cadeaux avec les prénoms sur une étiquette à l'extérieur du sac était parfait.
Bravo !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""Antoine PERL"", ""
""avis:"""": ""Excellent accueil d'une équipe qui connaît ses produits. Toutes mes broderies (7 en tout) ont été préparées plus rapidement que prévu. L'expérience était excellente. L'emballage des cadeaux avec les prénoms sur une étiquette à l'extérieur du sac était parfait.
Bravo !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Emeline Viguié"", ""
""avis:"""": ""Un grand merci à toute l’équipe du magasin et notamment à Agnès qui est très professionnelle, commerçante, aidante et dévouée dans son métier! Elle s’est très bien occupée de moi et des cadeaux que je devais faire (6 peignoirs brodés). Je la remercie énormément pour son travail."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Emeline Viguié"", ""
""avis:"""": ""Un grand merci à toute l’équipe du magasin et notamment à Agnès qui est très professionnelle, commerçante, aidante et dévouée dans son métier! Elle s’est très bien occupée de moi et des cadeaux que je devais faire (6 peignoirs brodés). Je la remercie énormément pour son travail."", ""
""évaluation:"""": 5"
30554661600049,111,4.0,20.0,"""
""date:"""": ""il y a 5 ans"", ""name"": ""Dan PETITJEAN"", ""
""avis:"""": ""Belle structure pro!"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 5 ans"", ""name"": ""Dan PETITJEAN"", ""
""avis:"""": ""Belle structure pro!"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un an"", ""name"": ""Walvoila Voila"", ""
""avis:"""": ""Spécialiste dans le médico social.
Très professionnel.
Des équipes à l'écoute et en perpétuelle évolution."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un an"", ""name"": ""Walvoila Voila"", ""
""avis:"""": ""Spécialiste dans le médico social.
Très professionnel.
Des équipes à l'écoute et en perpétuelle évolution."", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""Fouse Quentin"", ""
""avis:"""": ""Accueil téléphonique déplorable."", ""
""évaluation:"""": 3
 
""
""date:"""": ""il y a 9 mois"", ""name"": ""Fouse Quentin"", ""
""avis:"""": ""Accueil téléphonique déplorable."", ""
""évaluation:"""": 3"
31333485601684,181,3.2,67.0,"""
""date:"""": ""il y a une semaine"", ""name"": ""Sébastien DRUAIS"", ""
""avis:"""": ""Après quasiment 24 ans de bons et loyaux services j'ai décidé de démissionner suite a un burn out, je n'en pouvais plus de cette société qui n'a plus aucune HUMANITÉ !!! C'est la PRESSION au quotidien, sous effectifs, menaces,...il est bien …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Sébastien DRUAIS"", ""
""avis:"""": ""Après quasiment 24 ans de bons et loyaux services j'ai décidé de démissionner suite a un burn out, je n'en pouvais plus de cette société qui n'a plus aucune HUMANITÉ !!! C'est la PRESSION au quotidien, sous effectifs, menaces,...il est bien …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Dan Dd"", ""
""avis:"""": ""Vente internet. Quel amateurisme! Deux commandes passées. 2 erreurs de tailles et on est obligé de passer par une boutique pour les echanger.
Sans compter de la qualité des jeans qui ne durent même pas 1 an avec un usage normal. Bravo la surconsommation et les déchets pour l'environnement."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Dan Dd"", ""
""avis:"""": ""Vente internet. Quel amateurisme! Deux commandes passées. 2 erreurs de tailles et on est obligé de passer par une boutique pour les echanger.
Sans compter de la qualité des jeans qui ne durent même pas 1 an avec un usage normal. Bravo la surconsommation et les déchets pour l'environnement."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Elodie B"", ""
""avis:"""": ""ATTENTION SITE D’ARNAQUES

Commande effectuée au mois de janvier, j’ai reçu un article défectueux (ce qui …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Elodie B"", ""
""avis:"""": ""ATTENTION SITE D’ARNAQUES

Commande effectuée au mois de janvier, j’ai reçu un article défectueux (ce qui …"", ""
""évaluation:"""": 1"
31766839000022,537,3.5,30.0,"""
""date:"""": ""il y a un an"", ""name"": ""eric R"", ""
""avis:"""": ""Question ? C'est quoi ces granulés au fond ? J'ai l'habitude d'acheter du Merlot/ Cabernet, etc.... en 5 L. Mais jamais trouvé de granulés au fond. Jamais !
Soit on nous trompe sur la marchandise (au mieux) soit les 2 comme au temps des huiles frelatées."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""eric R"", ""
""avis:"""": ""Question ? C'est quoi ces granulés au fond ? J'ai l'habitude d'acheter du Merlot/ Cabernet, etc.... en 5 L. Mais jamais trouvé de granulés au fond. Jamais !
Soit on nous trompe sur la marchandise (au mieux) soit les 2 comme au temps des huiles frelatées."", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Ff Ff"", ""
""avis:"""": ""Tres déçu suite a l achat d’un vin rouge  acide sans matière; de la piquette pour cuisiner
Ne recommande absolument pas"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un an"", ""name"": ""Ff Ff"", ""
""avis:"""": ""Tres déçu suite a l achat d’un vin rouge  acide sans matière; de la piquette pour cuisiner
Ne recommande absolument pas"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""remy caroff"", ""
""avis:"""": ""Ouverture à 7h30 annonces en réalité 7h45 et début de travail 8h00"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""remy caroff"", ""
""avis:"""": ""Ouverture à 7h30 annonces en réalité 7h45 et début de travail 8h00"", ""
""évaluation:"""": 1"
84304782000025,160,4.3,924.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""J J"", ""
""avis:"""": ""Voiture livrée en début de semaine...
Notre commercial a été a l'écoute et n'a pas essayé de nous vendre quelque chose qui ne correspondait pas à notre recherche. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""J J"", ""
""avis:"""": ""Voiture livrée en début de semaine...
Notre commercial a été a l'écoute et n'a pas essayé de nous vendre quelque chose qui ne correspondait pas à notre recherche. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Aurélie DEPIT"", ""
""avis:"""": ""Très bon expérience. Je suis ravie de mon achat d'occasion. Très bien conseillée par le vendeur Benoît, qui est une personne très à l'écoute et attentif aux besoins de ses clients.
Je recommande à 1000%"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""Aurélie DEPIT"", ""
""avis:"""": ""Très bon expérience. Je suis ravie de mon achat d'occasion. Très bien conseillée par le vendeur Benoît, qui est une personne très à l'écoute et attentif aux besoins de ses clients.
Je recommande à 1000%"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Line Dabbadie"", ""
""avis:"""": ""Travail bien fait.  En revanche le call center n’est pas à la hauteur des attentes des clients. Manque d’information précise. J’ai perdu une journée de travail coincée sur site. Certes l’espace client est bien fait mais  quand même !"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a 6 mois"", ""name"": ""Line Dabbadie"", ""
""avis:"""": ""Travail bien fait.  En revanche le call center n’est pas à la hauteur des attentes des clients. Manque d’information précise. J’ai perdu une journée de travail coincée sur site. Certes l’espace client est bien fait mais  quand même !"", ""
""évaluation:"""": 4"
39837922200084,338,3.0,2.0,nan
6780345200019,458,4.1,53.0,"""
""date:"""": ""il y a 2 mois"", ""name"": ""M AIELLO"", ""
""avis:"""": ""Quelle belle surprise ! J’ai passé un mois dans cet établissement en rééducation suite à la pose d’une PTH. Séjour d’une qualité exceptionnelle grâce à toute l’équipe du C3 et à Brice mon super Kiné !! Un IMMENSE  merci à toutes et tous …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 2 mois"", ""name"": ""M AIELLO"", ""
""avis:"""": ""Quelle belle surprise ! J’ai passé un mois dans cet établissement en rééducation suite à la pose d’une PTH. Séjour d’une qualité exceptionnelle grâce à toute l’équipe du C3 et à Brice mon super Kiné !! Un IMMENSE  merci à toutes et tous …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""marjorie appietto"", ""
""avis:"""": ""J'y suis restee 1 mois et demi. Personnel soignant à l'ecoute, mon kiné, Brice et mon ergothérapeute
Alexandra, très pros malgré qu'ils ai 3 ou 4 patients à s'occuper en même temps. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a un mois"", ""name"": ""marjorie appietto"", ""
""avis:"""": ""J'y suis restee 1 mois et demi. Personnel soignant à l'ecoute, mon kiné, Brice et mon ergothérapeute
Alexandra, très pros malgré qu'ils ai 3 ou 4 patients à s'occuper en même temps. …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""delphine chaumet"", ""
""avis:"""": ""Actuellement hospitalisée dans cette clinique suite à une grosse opération du dos.
Personnel soignant agréable,  compétent et soucieux de notre séjour! …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 10 mois"", ""name"": ""delphine chaumet"", ""
""avis:"""": ""Actuellement hospitalisée dans cette clinique suite à une grosse opération du dos.
Personnel soignant agréable,  compétent et soucieux de notre séjour! …"", ""
""évaluation:"""": 5"
37787010000023,321,2.7,85.0,"""
""date:"""": ""il y a un mois"", ""name"": ""Loup Noir"", ""
""avis:"""": ""J'ai connu cette établissement pendant plusieurs années

Effectivement si votre but dans la vie est de stagner, faire du surplace …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Loup Noir"", ""
""avis:"""": ""J'ai connu cette établissement pendant plusieurs années

Effectivement si votre but dans la vie est de stagner, faire du surplace …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Mehdi M'hamed"", ""
""avis:"""": ""Ma chambre est infesté de punaise de lit !!!
J'en ai ramené a mon domicile c'est horrible.
Je n'arrive pas à m'en débarrasser !!! À l'aide !!!! …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a une semaine"", ""name"": ""Mehdi M'hamed"", ""
""avis:"""": ""Ma chambre est infesté de punaise de lit !!!
J'en ai ramené a mon domicile c'est horrible.
Je n'arrive pas à m'en débarrasser !!! À l'aide !!!! …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a un mois"", ""name"": ""Noelie LUCCI"", ""
""avis:"""": ""Bonjour.
Je suis hospitalisée depuis 1 mois et demi. Je sors aujourd'hui, car l'hospitalisation ne m'aide pas. …"", ""
""évaluation:"""": 4
 
""
""date:"""": ""il y a un mois"", ""name"": ""Noelie LUCCI"", ""
""avis:"""": ""Bonjour.
Je suis hospitalisée depuis 1 mois et demi. Je sors aujourd'hui, car l'hospitalisation ne m'aide pas. …"", ""
""évaluation:"""": 4"
95880580600014,176,4.4,79.0,"""
""date:"""": ""il y a 4 mois"", ""name"": ""lina eloudghiri"", ""
""avis:"""": ""Très bonne expérience, j'avais commencé à la clinique des champs mon traitement d'épilation laser et j'ai décidé de continuer avec la clinique mozart. Mon choix s'est essentiellement basé sur les machines qui sont les mêmes, les prix …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 4 mois"", ""name"": ""lina eloudghiri"", ""
""avis:"""": ""Très bonne expérience, j'avais commencé à la clinique des champs mon traitement d'épilation laser et j'ai décidé de continuer avec la clinique mozart. Mon choix s'est essentiellement basé sur les machines qui sont les mêmes, les prix …"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""jessica blondiniz"", ""
""avis:"""": ""Clinique à Fuir,  Honte Médical ,Machine à Fric  ils m'ont envoyé 2 fois la même Factures que j'ai réglé et quand je leurs ai informé de le leur erreur (que la secrétaire a reconnu)  j'ai eu droit comme réponse que ça a déjà été débité et …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 3 mois"", ""name"": ""jessica blondiniz"", ""
""avis:"""": ""Clinique à Fuir,  Honte Médical ,Machine à Fric  ils m'ont envoyé 2 fois la même Factures que j'ai réglé et quand je leurs ai informé de le leur erreur (que la secrétaire a reconnu)  j'ai eu droit comme réponse que ça a déjà été débité et …"", ""
""évaluation:"""": 1
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""TRL Chloe"", ""
""avis:"""": ""Très bonne clinique avec un personnel très accueillant. J’ai été prise en charge par Houaria qui est très professionnelle et à l’écoute. Je vous la recommande a 100% !"", ""
""évaluation:"""": 5
 
""
""date:"""": ""il y a 5 mois"", ""name"": ""TRL Chloe"", ""
""avis:"""": ""Très bonne clinique avec un personnel très accueillant. J’ai été prise en charge par Houaria qui est très professionnelle et à l’écoute. Je vous la recommande a 100% !"", ""
""évaluation:"""": 5"
