,ape_code,revenue_2022,resultat_exploitation_ratio_2022,last_number_of_employees,enrollment,equity_2022,current_assets_2022,gross_operating_ebitda_ratio_2022,net_result_2022,current_liabilities_2022,capital,roe_2022,net_debt_2022,reimbursement_ratio_2022,siren,siret,robustness_ratio_2022,societeinfo_growth_ratio_2022,gross_operating_ebitda_2022,resultat_d_exploitation_2022,solvability_ratio_2022,resultat_exploitation_ratio,net_result,current_assets,equity,current_liabilities,revenue,robustness_ratio,solvability_ratio,net_debt,gross_operating_ebitda,gross_operating_ebitda_ratio,CAGR_18_22,RCI_2022,RCI,total_fonds,equity_costs,RdtCpx_2022,RdtCpx,reimbursement_ratio,RCI_21_22,capital_moy_sect,enrollment_moy_sect,last_number_of_employees_moy_sect,employees_number_for_linkedin_moy_sect,revenue_2022_moy_sect,net_result_2022_moy_sect,equity_2022_moy_sect,roe_2022_moy_sect,net_debt_2022_moy_sect,current_assets_2022_moy_sect,current_liabilities_2022_moy_sect,solvability_ratio_2022_moy_sect,gross_operating_ebitda_2022_moy_sect,gross_operating_ebitda_ratio_2022_moy_sect,gross_operating_ebitda_ratio_moy_sect,reimbursement_ratio_2022_moy_sect,robustness_ratio_2022_moy_sect,societeinfo_growth_ratio_2022_moy_sect,resultat_exploitation_ratio_2022_moy_sect,resultat_d_exploitation_2022_moy_sect,resultat_exploitation_ratio_moy_sect,net_result_moy_sect,current_assets_moy_sect,equity_moy_sect,current_liabilities_moy_sect,revenue_moy_sect,reimbursement_ratio_moy_sect,robustness_ratio_moy_sect,solvability_ratio_moy_sect,net_debt_moy_sect,gross_operating_ebitda_moy_sect,CAGR_18_22_moy_sect,RCI_2022_moy_sect,RCI_moy_sect,total_fonds_moy_sect,equity_costs_moy_sect,enrollment_sum,last_number_of_employees_sum,employees_number_for_linkedin_sum,revenue_2022_sum,roe_2022_sum,net_debt_2022_sum,gross_operating_ebitda_2022_sum,resultat_d_exploitation_2022_sum,net_result_sum,revenue_sum,net_debt_sum,pdm,pdm_2022,classification
103,4673A,48816339.0,0.0717082040912572,151.0,151.0,14139453.0,21955795.0,0.0847437166478215,5518852.0,14896485.0,800000.0,0.3903158064176881,14836843.0,1.0493222757627187,592780498.0,59278049800016.0,0.1130533774767501,0.1982596342255391,4136878.0,3500532.0,1.4738909883774596,0.0268404324287982,941077.25,18143953.5,12485673.75,12779819.0,39072196.0,0.0429307190080412,1.434342683187834,11939866.2,1802765.75,0.0484132951743955,0.0618380033577669,0.7817834887545667,0.175438787002824,24425539.95,0.055558644303378,0.3903158064176881,0.075372564496169,1.0235586205349951,0.49,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.081436523208838,0.4798198930456095,Pépite
118,4673A,38986526.0,0.0728248780104182,57.0,57.0,11216658.0,16453933.0,0.0854751203018191,1707858.0,11737421.0,115000.0,0.1522608605878863,7895803.0,0.7039354324612553,328921473.0,32892147300018.0,0.0438063653068242,0.1242729315809876,3332378.0,2839189.0,1.401835462832934,0.0719530285448623,1429587.0,11733822.75,8028886.0,8387026.25,31602879.6,0.0472558119975042,1.3986594525529568,6860515.8,2432936.0,0.0816336298274391,0.1050238976697142,0.3621019092074821,0.4271508590378889,14889401.8,0.0569617480535719,0.1522608605878863,0.1780554612433157,1.0446064684440657,0.06,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.0658685434013361,0.3832018360807409,Pépite
125,4673A,749335316.0,0.0509617406047895,1662.0,1662.0,316420514.0,425806561.0,0.0790725777029839,53961971.0,327509984.0,3458084.0,0.1705387881393808,458180074.0,1.448010017454178,56502248.0,5650224801131.0,0.0720131159546202,0.0618491307462678,59251875.0,38187432.0,1.300133070141764,0.0379756028897887,29090205.5,350307157.25,313267329.75,321979037.0,646478981.2,0.05128944751079,1.1315540566433344,379771971.4,43810374.25,0.0699873512716976,0.0727880169478849,0.5489710084207714,1.0269020762152403,693039301.15,0.0526009787056937,0.1705387881393808,0.0928606424526143,1.0278091790068,0.07,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,1.3474287587142466,7.365279710516965,Pépite
138,4673A,8613332.0,0.0464296511501007,20.0,20.0,3144893.0,4330599.0,0.0536097993204023,304283.0,3186722.0,1078560.0,0.0967546431627403,1817369.0,0.5778794381875632,319835286.0,31983528600018.0,0.0353269791527831,0.0833840226323317,461759.0,399914.0,1.3589509847423151,0.021253028492436,144801.5,3667701.25,2662235.75,2703130.75,7316048.2,0.0228126978912942,1.351871240060603,1652403.8,215721.75,0.0292325436369062,0.0843278797774077,0.2660102441084137,0.1501201830244652,4314639.55,0.0608511953217505,0.0967546431627403,0.0543909381428748,1.0153611489891532,0.08,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.0152485293899599,0.0846611631201251,Pépite
155,4673A,51476201.0,0.0738822004366639,164.0,164.0,10292377.0,22302640.0,0.1296357514805725,1730326.0,10292376.0,2900000.0,0.1681172386126159,25854212.0,2.511976776598836,440360436.0,44036043600016.0,0.0336140967356934,0.6254759359862566,6673156.0,3803175.0,2.1669087876307667,0.0269323088369711,244841.25,10989085.75,4758091.0,4758091.25,30584819.8,0.0152378041453206,2.290314615259873,17543176.2,2117834.75,0.081391728672448,0.2800187186950707,0.1440706049425724,0.0392940886081668,22301267.2,0.0406677592742353,0.1681172386126159,0.0514578745971861,1.0000000525420805,0.03,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.0637466444804082,0.5059638998781597,Pépite
159,4673A,90780100.0,0.0600616544815438,239.0,239.0,31228632.0,43493761.0,0.0830299151466015,3359553.0,31403632.0,7400000.0,0.1075792561134282,33428870.0,1.0704557919796167,553750407.0,55375040700312.0,0.0370075930738124,0.0974562966437301,7537464.0,5452403.0,1.384991423921921,0.0311252623246865,536743.5,7739844.0,6143630.75,6154802.25,79280684.8,0.0131730600653756,0.6602963944993707,11832524.4,1195011.5,0.0160622774337496,0.0419081272327387,0.277875695122856,0.3386305124139475,17976155.15,0.0470882780514942,0.1075792561134282,0.0873658463279226,1.0018183872785649,0.28,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.1652413733727116,0.8922852218121015,Pépite
160,4673A,7172689.0,0.1029266708761525,13.0,13.0,3737221.0,4130960.0,0.1152992970976435,525442.0,3737223.0,152450.0,0.1405969836945687,988848.0,0.2645944673863279,717320071.0,71732007100029.0,0.0732559295405112,-0.1616984657703826,827006.0,738261.0,1.1053555005949605,0.1191992083128999,347402.0,3349412.5,2441066.5,2441068.0,7699325.0,0.0817122990938638,1.3358782638116806,1495819.8,529411.0,0.1315735590320027,0.1610984832550104,1.3344999326961906,0.3824562156758807,3936886.3,0.0610025019010582,0.1405969836945687,0.1423156640755178,1.0000006144855127,0.33,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.0160473769904022,0.070500962164111,Pépite
162,4673A,,,30.0,30.0,5553285.0,7284305.0,,0.0,5618709.0,264000.0,0.0,2104751.0,0.3790100814202765,326406071.0,32640607100026.0,,,0.0,,1.2964374912457648,0.0828200918244916,342712.5,6177219.5,5576353.75,5596397.0,7340942.333333333,0.0622561448447611,1.1434036675014114,1167913.6,566327.25,0.1030663794883845,-0.0377019793724939,0.0,0.5900468731841484,6744267.35,0.0713414345888883,0.0,0.0614581705832417,1.0035943290003797,0.0,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.0153004151776685,,À potentiel
168,4673A,19196959.0,0.035565633077614,19.0,19.0,7548212.0,11026958.0,0.0403065923097507,749619.0,7790401.0,450000.0,0.099310803671121,3888801.0,0.515194989223938,340445329.0,34044532900121.0,0.0390488410169548,0.1221541360356279,773764.0,682752.0,1.4154544804561409,0.075099420085432,706829.5,5878240.0,3790795.0,3979582.75,16133469.0,0.0441894618350319,1.475921176377167,2510185.4,927844.0,0.0602762613338333,0.0730952714386596,0.2316100102670832,0.3722786195349371,6300980.4,0.0600809934276259,0.099310803671121,0.1864594366089435,1.0498016247251567,-0.15,598929.6666666666,50.172413793103445,50.172413793103445,19.3125,14534125.857142856,407916.4,3457048.6,0.1132681266841486,3681134.0,6317106.6,3466558.0,1.8892777285267128,899007.6,0.0833360864140269,0.0490680570047701,1.137895809096834,0.0392125540115191,0.0573450328532419,0.0596114744868412,800486.25,0.0312930701604406,313528.0527777777,6611928.169444445,3357258.163888889,3386629.480555556,15992904.436666667,1.0107769089955638,0.0214903539235883,2.190119002917281,4585487.724444445,725973.6055555556,0.067051761862511,0.2007223124167222,0.1255795123298885,7942745.888333334,0.0508851647887191,1455.0,1455.0,309.0,101738881.0,0.5663406334207433,18405670.0,4495038.0,3201945.0,9405841.583333332,479787133.1,137564631.73333335,0.0336263060990369,0.1886885211564298,Pépite
179,5530Z,7113231.0,0.0346170397109274,54.0,54.0,2392442.0,2836937.0,0.1240020182108524,721411.0,2392441.0,171858.0,0.301537508537302,5269848.0,2.2027066904861226,793853128.0,79385312800213.0,0.1014181881623133,1.913652515314304,882055.0,246239.0,1.1857918335290192,-0.0401391578273085,131058.0,1168379.3333333333,149721.0,149721.33333333334,2760879.0,0.0862994830384846,6.608709233980656,3095814.25,62349.66666666666,0.0861958671443088,1.0971249996778736,1.6229864835679062,0.1286575082117845,3245535.25,0.0323065686930992,0.301537508537302,0.8753481475544512,1.000002226363258,1.49,628296.25,32.75,32.75,35.5,6211804.0,20060.5,-1386835.0,0.0319631297765291,10212339.0,2979010.0,-1386834.5,0.0708298958034912,1073461.5,0.1808371113230992,0.2263073246724524,-0.2862129248045988,0.0077501452555069,0.171291978343969,0.0327383048602838,206026.0,0.123797313258736,497469.5833333334,3570025.875,3404265.104166666,3411205.395833334,7426967.808333334,1.0029900128570208,0.0665279942529426,0.7563862956284932,8437296.733333334,1536951.8958333333,-0.0170146891127433,-0.0443185786997711,-0.0250208887351747,11841561.8375,0.0407418617719444,131.0,131.0,71.0,12423608.0,0.0639262595530583,20424678.0,2146923.0,412052.0,1989878.3333333333,29707871.23333333,33749186.93333334,0.0929342590155767,0.5725575855258794,Pépite
253,4110A,,,,,11052.0,32217.0,,100918.0,11052.0,10000.0,9.131197973217516,21165.0,1.9150380021715527,818271777.0,81827177700018.0,,,126349.0,131339.0,2.9150380021715527,0.07102791055683,188741.25,6867791.75,113665.5,87165.5,4885199.0,0.0516441559556069,10.0,5428734.0,260131.75,0.0710257748531995,-0.0392732604903415,4.768154972832506,0.0278353714009823,5542399.5,0.0310254177815944,9.131197973217516,1.6604972485054832,0.7668597771531379,4.68,677142.8571428572,27.142857142857142,27.142857142857142,8.6,5519383.0,-937664.0,1353686.0,-0.6926746675373757,7195900.0,8118204.0,1395849.0,5.815961468611576,-848469.0,-0.1537253348789167,0.0361968548195062,5.315782241967487,-0.169885655697385,-0.0767370783524672,-0.1720971347703176,-949870.0,0.0265755506096334,549600.4642857143,15723194.92857143,3827886.107142857,3964075.892857143,12248127.578571428,1.0472584693046052,0.0298846215377739,4.515747441701833,12917273.885714289,504412.7142857143,0.0900591128535556,-0.139484451505462,0.0398655899524843,16745159.992857143,0.0407667303496573,190.0,190.0,43.0,5519383.0,-0.6926746675373757,7195900.0,-848469.0,-949870.0,3847203.25,85736893.05,90420917.2,0.0569789600044295,,À potentiel
284,6202A,7369540.0,0.1729206978997332,19.0,19.0,1488652.0,2976822.0,0.1835068403183916,923922.0,1488653.0,500000.0,0.6206433740054761,1923554.0,1.2921448397610724,500315262.0,50031526200054.0,0.1253703758986314,,1352361.0,1274346.0,1.9996748738624783,-848.8972433416325,211604.75,920894.75,341523.25,356523.5,2765526.6666666665,-10.0,2.1688353109247056,905308.4,361954.0,-772.8199796213272,2.0,0.6208448099644597,0.3749389253970679,1246831.65,0.0436956440751243,0.6206433740054761,0.6195910527321347,1.0439216070940998,0.14,384481.17647058825,185.14705882352945,185.14705882352945,301.0967741935484,20666581.33333333,972359.3333333334,3175509.833333333,0.2461325849013509,7524502.333333333,8960502.5,3308003.6666666665,2.625097097878021,1624839.6666666667,0.0633910218936158,0.0723612703457875,2.326430055820519,0.038735839012148,0.1437178285464817,0.0479576019459584,1374911.3333333333,0.0626233165587484,735511.1715686275,7721769.098039216,2869680.18872549,2942009.906862745,16916315.69754902,1.024592071204209,0.0436075054387059,2.903083464645864,6215312.403921569,1179961.6544117648,0.0971795236726018,0.1376097077386869,0.1700382984272878,9084992.59264706,0.0464354245989048,6295.0,6295.0,9334.0,123999488.0,1.4767955094081056,45147014.0,9749038.0,8249468.0,25007379.833333336,575154733.7166667,211320621.7333333,0.0048083176657449,0.0594320195902744,Pépite
286,6202A,32417545.0,0.1521530393495251,80.0,80.0,7878622.0,31221962.0,0.1424956763382298,2594865.0,12178885.0,3776921.0,0.329355184193378,19576671.0,2.484783633483114,324399898.0,32439989800299.0,0.0800450805266099,0.1111648302380376,4619360.0,4932428.0,2.563614156796784,0.0487433542740672,2083612.5,29603898.5,1634860.0,3792932.0,125991423.0,0.0396700330643284,-6.284445140412142,25757296.8,5302758.5,0.0534248607739359,-0.2048913791988753,0.1362629054117672,0.080725861234216,27392156.8,0.0329841753826409,0.329355184193378,1.27448986457556,2.320034743036101,-0.02,384481.17647058825,185.14705882352945,185.14705882352945,301.0967741935484,20666581.33333333,972359.3333333334,3175509.833333333,0.2461325849013509,7524502.333333333,8960502.5,3308003.6666666665,2.625097097878021,1624839.6666666667,0.0633910218936158,0.0723612703457875,2.326430055820519,0.038735839012148,0.1437178285464817,0.0479576019459584,1374911.3333333333,0.0626233165587484,735511.1715686275,7721769.098039216,2869680.18872549,2942009.906862745,16916315.69754902,1.024592071204209,0.0436075054387059,2.903083464645864,6215312.403921569,1179961.6544117648,0.0971795236726018,0.1376097077386869,0.1700382984272878,9084992.59264706,0.0464354245989048,6295.0,6295.0,9334.0,123999488.0,1.4767955094081056,45147014.0,9749038.0,8249468.0,25007379.833333336,575154733.7166667,211320621.7333333,0.2190565696744591,0.2614328939809816,À potentiel
313,6202A,147391407.0,0.073211974969477,975.0,975.0,80058208.0,109807392.0,0.0746764633300501,10007991.0,84025666.0,1615440.0,0.125008931001803,28017424.0,0.3499631667998364,318292513.0,31829251300146.0,0.0679007766036184,0.0607452849444171,11006669.0,10790816.0,1.306831557871853,0.01230909251856,10157457.5,88253515.25,54726215.5,60225203.5,130730838.6,0.076726480460308,1.459270290305994,29924633.8,3597264.75,0.0248737420537494,0.1743356642962481,0.388181574810003,0.3623999044466173,84650849.3,0.0623246700727431,0.125008931001803,0.1856049684268776,1.1004817882939484,0.12,384481.17647058825,185.14705882352945,185.14705882352945,301.0967741935484,20666581.33333333,972359.3333333334,3175509.833333333,0.2461325849013509,7524502.333333333,8960502.5,3308003.6666666665,2.625097097878021,1624839.6666666667,0.0633910218936158,0.0723612703457875,2.326430055820519,0.038735839012148,0.1437178285464817,0.0479576019459584,1374911.3333333333,0.0626233165587484,735511.1715686275,7721769.098039216,2869680.18872549,2942009.906862745,16916315.69754902,1.024592071204209,0.0436075054387059,2.903083464645864,6215312.403921569,1179961.6544117648,0.0971795236726018,0.1376097077386869,0.1700382984272878,9084992.59264706,0.0464354245989048,6295.0,6295.0,9334.0,123999488.0,1.4767955094081056,45147014.0,9749038.0,8249468.0,25007379.833333336,575154733.7166667,211320621.7333333,0.2272968141202863,1.1886452869869917,Pépite
327,6202A,27800078.0,0.0594992934911909,229.0,229.0,5567663.0,9255596.0,0.0647626240473138,1449153.0,5697225.0,1140000.0,0.2602803007294084,7114897.0,1.27789648906552,347758559.0,34775855900061.0,0.0521276594979337,0.0754344346408683,1800406.0,1654085.0,1.6245796857241903,0.0731257643289304,1717584.75,8351669.0,6300936.5,6403884.75,23104350.6,0.0703739752476259,1.3794976833588914,5969356.8,1803542.5,0.0816277567470968,0.4386251507103354,0.4072518014563405,0.8818146825039785,12270293.3,0.0556755741119896,0.2602803007294084,0.2725919789859809,1.016338563323087,-0.34,384481.17647058825,185.14705882352945,185.14705882352945,301.0967741935484,20666581.33333333,972359.3333333334,3175509.833333333,0.2461325849013509,7524502.333333333,8960502.5,3308003.6666666665,2.625097097878021,1624839.6666666667,0.0633910218936158,0.0723612703457875,2.326430055820519,0.038735839012148,0.1437178285464817,0.0479576019459584,1374911.3333333333,0.0626233165587484,735511.1715686275,7721769.098039216,2869680.18872549,2942009.906862745,16916315.69754902,1.024592071204209,0.0436075054387059,2.903083464645864,6215312.403921569,1179961.6544117648,0.0971795236726018,0.1376097077386869,0.1700382984272878,9084992.59264706,0.0464354245989048,6295.0,6295.0,9334.0,123999488.0,1.4767955094081056,45147014.0,9749038.0,8249468.0,25007379.833333336,575154733.7166667,211320621.7333333,0.0401706692922424,0.2241951031281677,Pépite
340,6202A,16466638.0,0.1178233225264319,169.0,169.0,4483886.0,8651957.0,0.131617638038803,1591900.0,4485389.0,220550.0,0.3550268673199988,5189510.0,1.1573688537130515,499884534.0,49988453400037.0,0.0966742573681403,0.1769247631428834,2167300.0,1940154.0,1.9289201003525,0.1749713290716684,1377385.5,6491013.75,2872611.0,2872612.75,12695888.4,0.1127598137938019,2.306684499051728,4511497.0,2212426.5,0.1867715307555845,0.0951615136054011,0.3820650473003201,0.3806613750106746,7384108.0,0.0494513067793699,0.3550268673199988,0.4794890432432376,1.0000006092018725,-0.03,384481.17647058825,185.14705882352945,185.14705882352945,301.0967741935484,20666581.33333333,972359.3333333334,3175509.833333333,0.2461325849013509,7524502.333333333,8960502.5,3308003.6666666665,2.625097097878021,1624839.6666666667,0.0633910218936158,0.0723612703457875,2.326430055820519,0.038735839012148,0.1437178285464817,0.0479576019459584,1374911.3333333333,0.0626233165587484,735511.1715686275,7721769.098039216,2869680.18872549,2942009.906862745,16916315.69754902,1.024592071204209,0.0436075054387059,2.903083464645864,6215312.403921569,1179961.6544117648,0.0971795236726018,0.1376097077386869,0.1700382984272878,9084992.59264706,0.0464354245989048,6295.0,6295.0,9334.0,123999488.0,1.4767955094081056,45147014.0,9749038.0,8249468.0,25007379.833333336,575154733.7166667,211320621.7333333,0.0220738657890526,0.1327960160609695,Pépite
382,6202A,18153328.0,0.0505267133387332,68.0,68.0,3238186.0,8450274.0,0.070794567255106,1669884.0,3505558.0,937059.0,0.5156850162405742,7288108.0,2.2506761501655554,477580419.0,47758041900067.0,0.0919877611421993,0.1128775748890606,1285157.0,917228.0,2.4105360687228683,0.0375265691135752,262112.0,2463229.5,976999.0,976998.5,14980841.0,0.0327892289044304,2.487670179514673,3078631.2,388407.25,0.0269422551000965,0.0806913244786816,0.3377108007820874,0.1763602024180628,4055630.2,0.0420449714572102,0.5156850162405742,0.2682827720396848,0.9999994882287496,,384481.17647058825,185.14705882352945,185.14705882352945,301.0967741935484,20666581.33333333,972359.3333333334,3175509.833333333,0.2461325849013509,7524502.333333333,8960502.5,3308003.6666666665,2.625097097878021,1624839.6666666667,0.0633910218936158,0.0723612703457875,2.326430055820519,0.038735839012148,0.1437178285464817,0.0479576019459584,1374911.3333333333,0.0626233165587484,735511.1715686275,7721769.098039216,2869680.18872549,2942009.906862745,16916315.69754902,1.024592071204209,0.0436075054387059,2.903083464645864,6215312.403921569,1179961.6544117648,0.0971795236726018,0.1376097077386869,0.1700382984272878,9084992.59264706,0.0464354245989048,6295.0,6295.0,9334.0,123999488.0,1.4767955094081056,45147014.0,9749038.0,8249468.0,25007379.833333336,575154733.7166667,211320621.7333333,0.0260466273192143,0.1463984109353741,Pépite
385,3313Z,83512404.0,0.1690261245503123,802.0,802.0,31126705.0,49697015.0,0.1792778591309621,8388966.0,36454618.0,5091530.0,0.2695102485149006,47293467.0,1.5193855886769898,562047050.0,56204705000660.0,0.1004517364869534,0.0530013760620778,14971925.0,14115778.0,1.3632570501767431,0.1332218859500479,4872558.5,48513654.25,22075610.25,28602094.75,74013295.2,0.0738756188162769,1.62298913746119,34148078.8,11372189.5,0.1566935404648925,0.1342022790580113,0.6334930148975295,0.2447100389098101,56223689.05,0.0496319475144792,0.2695102485149006,0.2207213501606371,1.29564231412357,0.36,2619026.0,493.5,493.5,2751.0,83512404.0,8388966.0,31126705.0,0.2695102485149006,47293467.0,49697015.0,36454618.0,1.3632570501767431,14971925.0,0.1792778591309621,0.0457416487733474,1.5193855886769898,0.1004517364869534,0.0530013760620778,0.1690261245503123,14115778.0,0.0148056669928695,1510776.625,28522553.75,10338923.125,13732276.125,46785160.1,1.0547362371468352,-0.0108732643981738,3.442177802773969,24150492.275,5050597.375,0.0588172476146004,0.6334930148975295,0.0266364309965328,34489415.4,0.03707636484619,987.0,987.0,2751.0,83512404.0,0.2695102485149006,47293467.0,14971925.0,14115778.0,3021553.25,93570320.2,48300984.55,0.7909911502044855,1.0,Pépite
694,4634Z,10305098.0,0.1180152774869292,16.0,16.0,5440369.0,6843106.0,0.1562149142104228,891923.0,5440369.0,3000000.0,0.1639453132682728,4045147.0,0.7435427633677054,499520823.0,49952082300042.0,0.0865516271655058,0.008261304404744,1609810.0,1216159.0,1.2578385767583045,0.1241817809918118,663360.0,4990534.0,3957902.75,3973352.75,8332903.2,0.0856355977232796,1.2543674319945972,3860892.2,1300457.75,0.1677131076684458,0.1687648968025396,0.6358447805967904,0.6521551591714849,7818794.95,0.0553101838282637,0.1639453132682728,0.1676039159880823,1.0039035825223346,-0.21,537493.625,21.266666666666666,21.266666666666666,12.11111111111111,7106148.8,287535.6,1629336.6,0.209599597539497,2157894.4,3665694.0,1630024.6,2.737493695918055,438986.8,0.0485178942797775,0.0472757308406455,1.8559516497497088,0.0318705748767527,0.0597238533936644,0.0629051104349229,574522.0,0.0295055990112479,178231.84375,4648724.625,2106308.921875,2122846.640625,10400171.3625,1.0062862690149748,0.0170259890771338,2.4742462944808588,3686234.184375,457802.375,-0.011610472826758,0.1577735149464038,0.0722146665421135,5792543.106249999,0.0488235251235045,319.0,319.0,109.0,35530744.0,0.6287987926184913,10789472.0,2194934.0,1723566.0,2851709.5,166402741.8,58979746.95,0.0500767181469602,0.2900332737192331,Pépite
